sku	titolo	descrizione	prezzo	prezzo_originale	url	immagine	categoria	marca	ean	disponibilita	tempi_consegna	spese_spedizione	condizione
750218	Coprisfera carrello gomma gancio traino	AL-KO SOFTBALL coprisfera protegge tutti i tipi di ganci traino, contro graffiature e colpi accidentali, grazie alla sua superficie morbida e smorzante. Confezione da 24 pezzi. Caratteristiche principali Compatibile con tutti i tipi di ganci traino standa	7.07	9.90	https://www.onautica.com/products/coprisfera-carrello-gomma-gancio-traino?variant=52577432109403&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Coprisfera_carrello_gomma_gancio_traino.png?v=1773341650	Nautica;Carrelli;Accessori Carrelli	GFN		disponibile	2-4 giorni lavorativi	5.90	nuovo
68.098.01	Copriwinch in Tessuto Sunbrella Blu – Impermeabile e Anti-UV - Standard 130x140 mm.	I Copriwinch in Tessuto Sunbrella rappresentano la protezione definitiva per la tua attrezzatura di coperta, combinando l'eleganza del colore Blu Navy con le prestazioni tecniche del miglior tessuto nautico sul mercato. Fabbricati interamente in Sunbrella	18.21	24.59	https://www.onautica.com/products/copriwinch-sunbrella-blu?variant=52513515700571&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/copriwinch-sunbrella-blu.png?v=1770036549	Nautica;Vela;Accessori Albero	Osculati	8033137170812	limitata	2-4 giorni lavorativi	5.90	nuovo
68.098.02	Copriwinch in Tessuto Sunbrella Blu – Impermeabile e Anti-UV - Standard 145x140 mm.	I Copriwinch in Tessuto Sunbrella rappresentano la protezione definitiva per la tua attrezzatura di coperta, combinando l'eleganza del colore Blu Navy con le prestazioni tecniche del miglior tessuto nautico sul mercato. Fabbricati interamente in Sunbrella	19.09	25.77	https://www.onautica.com/products/copriwinch-sunbrella-blu?variant=52516885168475&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/copriwinch-sunbrella-blu.png?v=1770036549	Nautica;Vela;Accessori Albero	Osculati	9337568003084	limitata	2-4 giorni lavorativi	5.90	nuovo
68.098.05	Copriwinch in Tessuto Sunbrella Blu – Impermeabile e Anti-UV - Self-tailing 160x145 mm.	I Copriwinch in Tessuto Sunbrella rappresentano la protezione definitiva per la tua attrezzatura di coperta, combinando l'eleganza del colore Blu Navy con le prestazioni tecniche del miglior tessuto nautico sul mercato. Fabbricati interamente in Sunbrella	19.97	26.96	https://www.onautica.com/products/copriwinch-sunbrella-blu?variant=52516885201243&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/copriwinch-sunbrella-blu.png?v=1770036549	Nautica;Vela;Accessori Albero	Osculati	8033137170836	limitata	2-4 giorni lavorativi	5.90	nuovo
23.151.67	Cordone Ombelicale Elastico EURO Spring Line II	Il Cordone Ombelicale Elastico EURO Spring Line II rappresenta l'evoluzione avanzata dei dispositivi di ritenuta per la sicurezza in coperta. Omologato rigorosamente come Dispositivo di Protezione Individuale (DPI) in base al Regolamento (UE) 2016/425 e a	38.54	46.20	https://www.onautica.com/products/cordone-ombelicale-elastico-euro-spring-line-2?variant=52590013415771&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/cordone-ombelicale-elastico-euro-spring-line-2.webp?v=1773484810	Nautica;Sicurezza;Ricambi Giubbotti	Osculati	8033137044182	limitata	2-4 giorni lavorativi	5.90	nuovo
23.151.68	Cordone Ombelicale Elastico EURO Spring Line – 2 Moschettoni Inox	Il Cordone Ombelicale Elastico EURO Spring Line è un Dispositivo di Protezione Individuale (DPI) fondamentale per garantire la massima sicurezza dell'equipaggio durante la navigazione d'altura, in notturna o in condizioni di mare formato. Questo modello è	26.70	32.00	https://www.onautica.com/products/cordone-ombelicale-elastico-euro-spring-line?variant=52589958332763&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/cordone-ombelicale-elastico-euro-spring-line.webp?v=1773483619	Nautica;Sicurezza;Ricambi Giubbotti	Osculati	8033137044199	limitata	2-4 giorni lavorativi	5.90	nuovo
23.156.00	Cordone Ombelicale EURO Lightline 2 m – 2 Moschettoni Inox con Blocco di Sicurezza, DPI	Cordone ombelicale EURO Lightline Il cordone ombelicale EURO Lightline collega la cintura di sicurezza ai punti fissi in coperta o alla linea di vita. È lungo 2 metri ed è dotato di 2 moschettoni in acciaio inox con blocco di sicurezza , che impedisce l'a	46.60	60.58	https://www.onautica.com/products/cordone-ombelicale-euro-lightline-2-m-2-moschettoni-inox-con-blocco-di-sicurezza-dpi?variant=53733334843739&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/EN_23.156.00.webp?v=1786123201	Nautica;Sicurezza;Ricambi Giubbotti	Osculati	8033137044236	disponibile	2-4 giorni lavorativi	5.90	nuovo
23.151.66	Cordone Ombelicale EURO Spring Line III (3 Moschettoni)	Il Cordone Ombelicale EURO Spring Line III rappresenta la configurazione più completa e sicura per la trattenuta in coperta, indispensabile per le navigazioni d'altura e in condizioni meteomarine impegnative. È un Dispositivo di Protezione Individuale (DP	54.32	65.20	https://www.onautica.com/products/cordone-ombelicale-euro-spring-line-3?variant=52590018232667&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/cordone-ombelicale-euro-spring-line-3.webp?v=1773484988	Nautica;Sicurezza;Ricambi Giubbotti	Osculati	8033137043826	limitata	2-4 giorni lavorativi	5.90	nuovo
02.010.90	Cuneo di Sicurezza Fermaruota per Carrelli con Supporto (220x100 mm)	Il Cuneo di Sicurezza (Cod. 02.010.90) è un accessorio indispensabile per la sosta sicura del vostro carrello portabarche o rimorchio. Progettato per essere posizionato sotto la ruota, impedisce movimenti accidentali del mezzo durante le operazioni di car	6.22	8.70	https://www.onautica.com/products/cuneo-sicurezza-fermaruota-carrello-supporto?variant=52577432666459&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/cuneo-sicurezza-fermaruota-carrello.webp?v=1773341650	Nautica;Carrelli;Accessori Carrelli	Osculati	8033137067822	disponibile	2-4 giorni lavorativi	5.90	nuovo
3176020	Elastico Millepiedi per Randa – Ø 8mm x 200 cm	L' Elastico Millepiedi (Lunghezza 200 cm) è il sistema più rapido ed efficiente per bloccare la randa sul boma una volta ammainata. Costituito da un robusto cavo elastico marino del diametro di 8 mm , questo accessorio permette di avvolgere e contenere la	12.82	17.95	https://www.onautica.com/products/elastico-millepiedi-randa-2m?variant=52577451606363&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/elastico-millepiedi-randa-2m.png?v=1773341703	Nautica;Vela;Accessori Albero	Motomarine	8033389769086	limitata	2-4 giorni lavorativi	5.90	nuovo
3176030	Elastico Millepiedi per Randa – Ø 8mm x 300 cm	L' Elastico Millepiedi (Lunghezza 300 cm) è la soluzione ottimale per mettere in sicurezza e ordinare la randa sul boma immediatamente dopo l'ammainata. Con una lunghezza estesa di 3 metri e un diametro di 8 mm , questo modello è dimensionato per cabinati	13.98	19.57	https://www.onautica.com/products/elastico-millepiedi-randa-3m?variant=52577451082075&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/elastico-millepiedi-randa-3m.png?v=1773341702	Nautica;Vela;Accessori Albero	Motomarine	8033626094131	limitata	2-4 giorni lavorativi	5.90	nuovo
Z37038-2024	Elettrovalvola Jabsco per WC con Filtro - 24 V	L'elettrovalvola in linea Jabsco gestisce l'acqua di risciacquo dei WC ad acqua dolce: filtro interno in entrata e valvola a doppio controllo che protegge l'acqua potabile dalla contaminazione. Montabile in qualsiasi orientamento, sopra o sotto il WC. Inc	264.90	273.21	https://www.onautica.com/products/elettrovalvola-jabsco-per-wc-con-filtro?variant=53699706323291&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Z37038-2012-0.webp?v=1785555955	Nautica;Comfort di Bordo;Accessori WC	Jabsco	671880637503	disponibile	2-4 giorni lavorativi	0	nuovo
Z37038-2012	Elettrovalvola Jabsco per WC con Filtro - 12 V	L'elettrovalvola in linea Jabsco gestisce l'acqua di risciacquo dei WC ad acqua dolce: filtro interno in entrata e valvola a doppio controllo che protegge l'acqua potabile dalla contaminazione. Montabile in qualsiasi orientamento, sopra o sotto il WC. Inc	264.90	273.21	https://www.onautica.com/products/elettrovalvola-jabsco-per-wc-con-filtro?variant=53699706356059&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Z37038-2012-0.webp?v=1785555955	Nautica;Comfort di Bordo;Accessori WC	Jabsco	671880637497	disponibile	2-4 giorni lavorativi	0	nuovo
2424982	Elettrovalvola Ocean Technologies per WC - 12 V	L'elettrovalvola Ocean Technologies gestisce il carico dell'acqua quando a bordo ci sono più WC: apre l'acqua al WC che la richiede, evitando interferenze tra i bagni. Funziona anche da antisifone se i WC sono situati sotto la linea di galleggiamento. Fil	105.90	135.58	https://www.onautica.com/products/elettrovalvola-ocean-technologies-per-wc?variant=53699841589595&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/2424982-0.webp?v=1785569282	Nautica;Comfort di Bordo;Accessori WC	Ocean Technologies	8051588000717	disponibile	2-4 giorni lavorativi	5.90	nuovo
2424984	Elettrovalvola Ocean Technologies per WC - 24 V	L'elettrovalvola Ocean Technologies gestisce il carico dell'acqua quando a bordo ci sono più WC: apre l'acqua al WC che la richiede, evitando interferenze tra i bagni. Funziona anche da antisifone se i WC sono situati sotto la linea di galleggiamento. Fil	105.90	135.58	https://www.onautica.com/products/elettrovalvola-ocean-technologies-per-wc?variant=53699841622363&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/2424982-0.webp?v=1785569282	Nautica;Comfort di Bordo;Accessori WC	Ocean Technologies	8051588000724	disponibile	2-4 giorni lavorativi	5.90	nuovo
02.021.14	Fanale Posteriore Ellebì 218x140 mm per Carrelli Portabarche – Posizione / Stop / Direzione / Retronebbia - Fanale Destro	Fanale Posteriore Ellebì 218x140 mm per Carrelli Portabarche – Posizione, Stop, Direzione e Retronebbia Il fanale posteriore Ellebì 218x140 mm per carrelli portabarche è il componente specifico per garantire la completa segnalazione luminosa posteriore de	21.38	29.93	https://www.onautica.com/products/fanale-posteriore-ellebi-218x140mm-portabarche-retronebbia?variant=52513518879067&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/fanale-posteriore-ellebi-218x140mm-carrelli-portabarche-retronebbiadestra.webp?v=1776336336	Nautica;Carrelli;Accessori Carrelli	Osculati	8033137068126	limitata	2-4 giorni lavorativi	5.90	nuovo
02.021.13	Fanale Posteriore Ellebì 218x140 mm per Carrelli Portabarche – Posizione / Stop / Direzione / Retronebbia - Fanale Sinistro	Fanale Posteriore Ellebì 218x140 mm per Carrelli Portabarche – Posizione, Stop, Direzione e Retronebbia Il fanale posteriore Ellebì 218x140 mm per carrelli portabarche è il componente specifico per garantire la completa segnalazione luminosa posteriore de	21.38	29.93	https://www.onautica.com/products/fanale-posteriore-ellebi-218x140mm-portabarche-retronebbia?variant=52543546523995&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/fanale-posteriore-ellebi-218x140mm-carrelli-portabarche-retronebbiadestra.webp?v=1776336336	Nautica;Carrelli;Accessori Carrelli	Osculati	8033137068119	limitata	2-4 giorni lavorativi	5.90	nuovo
02.021.01	Fanale Posteriore Grande per Carrelli Portabarche – Posizione / Stop / Direzione - Fanale Destro	Fanale Posteriore Grande per Carrelli Portabarche – Posizione, Stop e Direzione con Luce Targa Il fanale posteriore grande per carrelli portabarche è il componente indispensabile per garantire la completa segnalazione luminosa posteriore del rimorchio por	10.51	14.71	https://www.onautica.com/products/fanale-posteriore-grande-carrelli-portabarche-posizione-stop-direzione?variant=52513518780763&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/fanale-posteriore-grande-carrelli-portabarche-posizione-stop-direzionedestra.webp?v=1776335105	Nautica;Carrelli;Accessori Carrelli	Osculati	8033137068027	limitata	2-4 giorni lavorativi	5.90	nuovo
02.021.02	Fanale Posteriore Grande per Carrelli Portabarche – Posizione / Stop / Direzione - Fanale Sinistro	Fanale Posteriore Grande per Carrelli Portabarche – Posizione, Stop e Direzione con Luce Targa Il fanale posteriore grande per carrelli portabarche è il componente indispensabile per garantire la completa segnalazione luminosa posteriore del rimorchio por	8.53	11.95	https://www.onautica.com/products/fanale-posteriore-grande-carrelli-portabarche-posizione-stop-direzione?variant=52543531057499&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/fanale-posteriore-grande-carrelli-portabarche-posizione-stop-direzionedestra.webp?v=1776335105	Nautica;Carrelli;Accessori Carrelli	Osculati	8033137068034	limitata	2-4 giorni lavorativi	5.90	nuovo
02.021.06	Fanale Posteriore per Carrelli Portabarche – Posizione / Stop / Direzione - Fanale Sinistro	Fanale Posteriore per Carrelli Portabarche – Posizione, Stop e Direzione con Luce Targa Il fanale posteriore per carrelli portabarche è il componente indispensabile per garantire la completa segnalazione luminosa posteriore del rimorchio porta imbarcazion	5.91	7.98	https://www.onautica.com/products/fanale-posteriore-carrelli-portabarche-posizione-stop-direzione?variant=52543533187419&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/fanale-posteriore-carrelli-portabarche-posizione-stop-direzioneSinistra.webp?v=1776333806	Nautica;Carrelli;Accessori Carrelli	Osculati	8033137068058	limitata	2-4 giorni lavorativi	5.90	nuovo
02.029.81	Ferma Prua Arancio in Poliuretano 150x67xH89 mm.	Il Ferma Prua in Poliuretano è un supporto specificamente progettato per trattenere e proteggere la prua dell'imbarcazione durante le operazioni di alaggio e rimessaggio sul carrello. Grazie al materiale in poliuretano, garantisce un'ottima resistenza agl	7.85	10.99	https://www.onautica.com/products/ferma-prua-arancio-in-poliuretano-150x67xh89-mm?variant=52577436959067&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Ferma_Prua_Arancio_in_Poliuretano_150x67xH89_mm..png?v=1773341657	Nautica;Carrelli;Accessori Carrelli	Osculati	8033137068928	limitata	2-4 giorni lavorativi	5.90	nuovo
02.029.80	Ferma prua blu in gomma 105x67xH124 mm.	Il ferma prua in gomma blu è un supporto specificamente progettato per bloccare e proteggere la prua dell'imbarcazione durante le operazioni di alaggio e rimessaggio sul carrello. Grazie al materiale in gomma, garantisce una presa sicura senza danneggiare	6.91	9.67	https://www.onautica.com/products/ferma-prua-blu-in-gomma-105x67xh124-mm?variant=52577436107099&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Ferma_prua_blu_in_gomma_105x67xH124_mm..png?v=1773341655	Nautica;Carrelli;Accessori Carrelli	Osculati	8033137068911	limitata	2-4 giorni lavorativi	5.90	nuovo
2805020	Ferma Prua Domar 150x70x80 mm – Supporto Prua in Poliuretano per Carrello Nautico	Ferma prua in poliuretano di colore blu, progettato per il supporto e il posizionamento della prua dell'imbarcazione durante il trasporto su carrello. Grazie al materiale in poliuretano, garantisce un contatto morbido e protettivo con lo scafo, riducendo	5.68	7.67	https://www.onautica.com/products/ferma-prua-domar-150x70xh80-mm?variant=52577435812187&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Ferma_prua_domar_150x70xH80_mm.--_2.png?v=1773341655	Nautica;Carrelli;Accessori Carrelli	Motomarine	8033626284433	limitata	2-4 giorni lavorativi	5.90	nuovo
10080	Fermo di Prua Completo H 50 cm – Sistema Blocca-Prua per Carrello Porta-Barche	Fermo di prua completo H. 50 cm Il fermo di prua completo da 50 cm è un componente essenziale per il rimessaggio e il trasporto dell'imbarcazione, progettato per bloccare e stabilizzare la prua durante le fasi di alaggio e stivaggio su carrello. A chi è r	45.89	64.25	https://www.onautica.com/products/fermo-di-prua-completo-h-50-cm?variant=52577435976027&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Fermo_di_prua_completo_H._50_cm.jpg?v=1773341655	Nautica;Carrelli;Accessori Carrelli	Osculati	8033137069574	limitata	2-4 giorni lavorativi	5.90	nuovo
10081	Fermo di prua, versione regolabile, tipo pesante	Fermo di prua, versione regolabile, tipo pesante Il fermo di prua regolabile in versione pesante è un componente progettato per bloccare e guidare con sicurezza la prua dell'imbarcazione durante le operazioni di alaggio e rimessaggio sul trailer. A chi è	85.27	121.94	https://www.onautica.com/products/fermo-di-prua-versione-regolabile-tipo-pesante?variant=52577436008795&utm_source=idealo&utm_medium=cpc&utm_campaign=feed	https://cdn.shopify.com/s/files/1/0879/3191/2539/files/Fermo_di_prua_versione_regolabile_tipo_pesante.png?v=1773341655	Nautica;Carrelli;Accessori Carrelli	Osculati	8033137070099	limitata	2-4 giorni lavorativi	5.90	nuovo
